sub_bucket_id,gene
angiogenic_signalling_louvain_7,ID1
angiogenic_signalling_louvain_7,ITGB1BP1
angiogenic_signalling_louvain_7,KDR
angiogenic_signalling_louvain_7,KRIT1
angiogenic_signalling_louvain_7,LRG1
angiogenic_signalling_louvain_7,MIR21
angiogenic_signalling_louvain_7,MMRN2
angiogenic_signalling_louvain_7,NOTCH4
angiogenic_signalling_louvain_7,NR2F2
angiogenic_signalling_louvain_7,NRARP
angiogenic_signalling_louvain_7,NRP1
angiogenic_signalling_louvain_7,NRP2
angiogenic_signalling_louvain_7,NRXN1
angiogenic_signalling_louvain_7,PDCD10
angiogenic_signalling_louvain_7,PDCL3
angiogenic_signalling_louvain_7,PDGFB
angiogenic_signalling_louvain_7,PDGFC
angiogenic_signalling_louvain_7,PDGFRL
angiogenic_signalling_louvain_7,PECAM1
angiogenic_signalling_louvain_7,PGF
angiogenic_signalling_louvain_7,PLXNB3
angiogenic_signalling_louvain_7,PLXND1
angiogenic_signalling_louvain_7,PROX1
angiogenic_signalling_louvain_7,RASIP1
angiogenic_signalling_louvain_7,ROBO4
angiogenic_signalling_louvain_7,SEMA3E
angiogenic_signalling_louvain_7,SEMA4A
angiogenic_signalling_louvain_7,SEMA5A
angiogenic_signalling_louvain_7,SEMA6A
angiogenic_signalling_louvain_7,SMAD1
angiogenic_signalling_louvain_7,SOX18
angiogenic_signalling_louvain_7,SVBP
angiogenic_signalling_louvain_7,SYNJ2BP
angiogenic_signalling_louvain_7,TEK
angiogenic_signalling_louvain_7,TGFB1
angiogenic_signalling_louvain_7,TGFBR1
angiogenic_signalling_louvain_7,TGFBR2
angiogenic_signalling_louvain_7,TGFBR3
angiogenic_signalling_louvain_7,TIE1
angiogenic_signalling_louvain_7,TJP1
angiogenic_signalling_louvain_7,TMEM100
angiogenic_signalling_louvain_7,VASH1
angiogenic_signalling_louvain_7,VASH2
angiogenic_signalling_louvain_7,VEGFB
angiogenic_signalling_louvain_7,VEGFC
angiogenic_signalling_louvain_7,VEGFD
angiogenic_signalling_louvain_8,ADGRA2
angiogenic_signalling_louvain_8,ADGRL2
angiogenic_signalling_louvain_8,BMP4
angiogenic_signalling_louvain_8,BMP6
angiogenic_signalling_louvain_8,EMP2
angiogenic_signalling_louvain_8,FGF8
angiogenic_signalling_louvain_8,FZD4
angiogenic_signalling_louvain_8,GBX2
angiogenic_signalling_louvain_8,GREM1
angiogenic_signalling_louvain_8,HHIP
angiogenic_signalling_louvain_8,HOXA13
angiogenic_signalling_louvain_8,IFT20
angiogenic_signalling_louvain_8,IFT80
angiogenic_signalling_louvain_8,IHH
angiogenic_signalling_louvain_8,KANK2
angiogenic_signalling_louvain_8,LRIT3
angiogenic_signalling_louvain_8,NOG
angiogenic_signalling_louvain_8,OFD1
angiogenic_signalling_louvain_8,OTX2
angiogenic_signalling_louvain_8,SFRP2
angiogenic_signalling_louvain_8,SHH
angiogenic_signalling_louvain_8,SMO
angiogenic_signalling_louvain_8,WNT4
angiogenic_signalling_louvain_8,WNT5A
angiogenic_signalling_louvain_8,WNT7A
angiogenic_signalling_louvain_8,WNT7B
angiogenic_signalling_louvain_9,ADAMTS12
angiogenic_signalling_louvain_9,CEP57
angiogenic_signalling_louvain_9,CSPG4
angiogenic_signalling_louvain_9,DCN
angiogenic_signalling_louvain_9,EFNA1
angiogenic_signalling_louvain_9,EGF
angiogenic_signalling_louvain_9,EPHA2
angiogenic_signalling_louvain_9,EXT1
angiogenic_signalling_louvain_9,FGF1
angiogenic_signalling_louvain_9,FGF10
angiogenic_signalling_louvain_9,FGF12
angiogenic_signalling_louvain_9,FGF14
angiogenic_signalling_louvain_9,FGF16
angiogenic_signalling_louvain_9,FGF17
angiogenic_signalling_louvain_9,FGF18
angiogenic_signalling_louvain_9,FGF19
angiogenic_signalling_louvain_9,FGF2
angiogenic_signalling_louvain_9,FGF20
angiogenic_signalling_louvain_9,FGF21
angiogenic_signalling_louvain_9,FGF22
angiogenic_signalling_louvain_9,FGF23
angiogenic_signalling_louvain_9,FGF3
angiogenic_signalling_louvain_9,FGF4
angiogenic_signalling_louvain_9,FGF5
angiogenic_signalling_louvain_9,FGF6
angiogenic_signalling_louvain_9,FGF7
angiogenic_signalling_louvain_9,FGF9
angiogenic_signalling_louvain_9,FGFBP1
angiogenic_signalling_louvain_9,FGFBP3
angiogenic_signalling_louvain_9,FGFR1
angiogenic_signalling_louvain_9,FGFR2
angiogenic_signalling_louvain_9,FGFR3
angiogenic_signalling_louvain_9,FGFR4
angiogenic_signalling_louvain_9,FGFRL1
angiogenic_signalling_louvain_9,FIBP
angiogenic_signalling_louvain_9,FLRT1
angiogenic_signalling_louvain_9,FLRT2
angiogenic_signalling_louvain_9,FLRT3
angiogenic_signalling_louvain_9,FRS2
angiogenic_signalling_louvain_9,FRS3
angiogenic_signalling_louvain_9,GAB1
angiogenic_signalling_louvain_9,GALNT3
angiogenic_signalling_louvain_9,GPC1
angiogenic_signalling_louvain_9,HAS2
angiogenic_signalling_louvain_9,HGF
angiogenic_signalling_louvain_9,HPSE
angiogenic_signalling_louvain_9,HSPG2
angiogenic_signalling_louvain_9,IGF2
angiogenic_signalling_louvain_9,KL
angiogenic_signalling_louvain_9,KLB
angiogenic_signalling_louvain_9,MDK
angiogenic_signalling_louvain_9,MET
angiogenic_signalling_louvain_9,MIR125A
angiogenic_signalling_louvain_9,MIR29A
angiogenic_signalling_louvain_9,MIR29C
angiogenic_signalling_louvain_9,NDST1
angiogenic_signalling_louvain_9,NGFR
angiogenic_signalling_louvain_9,NPTN
angiogenic_signalling_louvain_9,NTRK2
angiogenic_signalling_louvain_9,PDGFA
angiogenic_signalling_louvain_9,PDGFD
angiogenic_signalling_louvain_9,PDGFRA
angiogenic_signalling_louvain_9,PDGFRB
angiogenic_signalling_louvain_9,PTN
angiogenic_signalling_louvain_9,SHC2
angiogenic_signalling_louvain_9,SPRY3
angiogenic_signalling_louvain_9,SULF1
angiogenic_signalling_louvain_9,SULF2
angiogenic_signalling_louvain_9,TMSB4X
angiogenic_signalling_louvain_9,TNFSF12
hypoxia_signalling_louvain_0,ACKR3
hypoxia_signalling_louvain_0,ADM
hypoxia_signalling_louvain_0,AKAP12
hypoxia_signalling_louvain_0,ANGPT1
hypoxia_signalling_louvain_0,ANGPT2
hypoxia_signalling_louvain_0,ANGPT4
hypoxia_signalling_louvain_0,ANGPTL4
hypoxia_signalling_louvain_0,ANXA2
hypoxia_signalling_louvain_0,ATP7A
hypoxia_signalling_louvain_0,B4GALNT2
hypoxia_signalling_louvain_0,BLOC1S6
hypoxia_signalling_louvain_0,BRS3
hypoxia_signalling_louvain_0,CAV1
hypoxia_signalling_louvain_0,CAVIN1
hypoxia_signalling_louvain_0,CAVIN3
hypoxia_signalling_louvain_0,CCN1
hypoxia_signalling_louvain_0,CCN2
hypoxia_signalling_louvain_0,CCN5
hypoxia_signalling_louvain_0,COL5A1
hypoxia_signalling_louvain_0,CP
hypoxia_signalling_louvain_0,CXCR4
hypoxia_signalling_louvain_0,CYBB
hypoxia_signalling_louvain_0,EDN1
hypoxia_signalling_louvain_0,EDN2
hypoxia_signalling_louvain_0,EFNA1
hypoxia_signalling_louvain_0,EFNA3
hypoxia_signalling_louvain_0,EGF
hypoxia_signalling_louvain_0,EGFR
hypoxia_signalling_louvain_0,EPO
hypoxia_signalling_louvain_0,F3
hypoxia_signalling_louvain_0,FLT1
hypoxia_signalling_louvain_0,GLRX
hypoxia_signalling_louvain_0,GNG2
hypoxia_signalling_louvain_0,HDLBP
hypoxia_signalling_louvain_0,HMOX1
hypoxia_signalling_louvain_0,HOXB9
hypoxia_signalling_louvain_0,IDS
hypoxia_signalling_louvain_0,IFNG
hypoxia_signalling_louvain_0,IFNGR1
hypoxia_signalling_louvain_0,IFNGR2
hypoxia_signalling_louvain_0,IGF1
hypoxia_signalling_louvain_0,IGFBP1
hypoxia_signalling_louvain_0,IGFBP3
hypoxia_signalling_louvain_0,IL6
hypoxia_signalling_louvain_0,IL6R
hypoxia_signalling_louvain_0,INS
hypoxia_signalling_louvain_0,KIF5A
hypoxia_signalling_louvain_0,KLF7
hypoxia_signalling_louvain_0,LALBA
hypoxia_signalling_louvain_0,LOX
hypoxia_signalling_louvain_0,LXN
hypoxia_signalling_louvain_0,MIF
hypoxia_signalling_louvain_0,MT1E
hypoxia_signalling_louvain_0,MT2A
hypoxia_signalling_louvain_0,MYH9
hypoxia_signalling_louvain_0,NOS2
hypoxia_signalling_louvain_0,NOS3
hypoxia_signalling_louvain_0,NPPA
hypoxia_signalling_louvain_0,PAM
hypoxia_signalling_louvain_0,PDGFB
hypoxia_signalling_louvain_0,PGF
hypoxia_signalling_louvain_0,PLAUR
hypoxia_signalling_louvain_0,PLIN2
hypoxia_signalling_louvain_0,S100A4
hypoxia_signalling_louvain_0,SCARB1
hypoxia_signalling_louvain_0,SERPINE1
hypoxia_signalling_louvain_0,SLC30A4
hypoxia_signalling_louvain_0,SLC39A14
hypoxia_signalling_louvain_0,SRPX
hypoxia_signalling_louvain_0,SULT2B1
hypoxia_signalling_louvain_0,TEK
hypoxia_signalling_louvain_0,TF
hypoxia_signalling_louvain_0,TFRC
hypoxia_signalling_louvain_0,TGFB3
hypoxia_signalling_louvain_0,TGFBI
hypoxia_signalling_louvain_0,TGM2
hypoxia_signalling_louvain_0,TIMP1
hypoxia_signalling_louvain_0,TLR4
hypoxia_signalling_louvain_0,TMEM45A
hypoxia_signalling_louvain_0,TPD52
hypoxia_signalling_louvain_0,VLDLR
hypoxia_signalling_louvain_0,ZNF292
hypoxia_signalling_louvain_1,ADORA2B
hypoxia_signalling_louvain_1,AGO1
hypoxia_signalling_louvain_1,AKT1
hypoxia_signalling_louvain_1,BCL2
hypoxia_signalling_louvain_1,BNIP3L
hypoxia_signalling_louvain_1,BTG1
hypoxia_signalling_louvain_1,CAMK2A
hypoxia_signalling_louvain_1,CAMK2B
hypoxia_signalling_louvain_1,CAMK2D
hypoxia_signalling_louvain_1,CAMK2G
hypoxia_signalling_louvain_1,CASP6
hypoxia_signalling_louvain_1,CCND2
hypoxia_signalling_louvain_1,CCNG2
hypoxia_signalling_louvain_1,CDKN1A
hypoxia_signalling_louvain_1,CDKN1B
hypoxia_signalling_louvain_1,CDKN1C
hypoxia_signalling_louvain_1,CHST2
hypoxia_signalling_louvain_1,CREBBP
hypoxia_signalling_louvain_1,CSRP2
hypoxia_signalling_louvain_1,DICER1
hypoxia_signalling_louvain_1,DPYSL4
hypoxia_signalling_louvain_1,DTNA
hypoxia_signalling_louvain_1,EP300
hypoxia_signalling_louvain_1,ERBB2
hypoxia_signalling_louvain_1,ERRFI1
hypoxia_signalling_louvain_1,ETS1
hypoxia_signalling_louvain_1,FOXO3
hypoxia_signalling_louvain_1,FSHR
hypoxia_signalling_louvain_1,HDAC6
hypoxia_signalling_louvain_1,HSPB1
hypoxia_signalling_louvain_1,HSPG2
hypoxia_signalling_louvain_1,IGF1R
hypoxia_signalling_louvain_1,INHA
hypoxia_signalling_louvain_1,INSR
hypoxia_signalling_louvain_1,IRS2
hypoxia_signalling_louvain_1,ISG20
hypoxia_signalling_louvain_1,LARGE1
hypoxia_signalling_louvain_1,LTBR
hypoxia_signalling_louvain_1,MAP2K1
hypoxia_signalling_louvain_1,MAP2K2
hypoxia_signalling_louvain_1,MAP3K1
hypoxia_signalling_louvain_1,MXI1
hypoxia_signalling_louvain_1,NEDD4L
hypoxia_signalling_louvain_1,NFKB1
hypoxia_signalling_louvain_1,NR3C1
hypoxia_signalling_louvain_1,NRP1
hypoxia_signalling_louvain_1,P3R3URF-PIK3R3
hypoxia_signalling_louvain_1,PIK3CA
hypoxia_signalling_louvain_1,PIK3CB
hypoxia_signalling_louvain_1,PIK3CD
hypoxia_signalling_louvain_1,PIK3R1
hypoxia_signalling_louvain_1,PIK3R2
hypoxia_signalling_louvain_1,PIK3R3
hypoxia_signalling_louvain_1,PIM1
hypoxia_signalling_louvain_1,PLCG1
hypoxia_signalling_louvain_1,PLCG2
hypoxia_signalling_louvain_1,PPARGC1A
hypoxia_signalling_louvain_1,PRL
hypoxia_signalling_louvain_1,RBPJ
hypoxia_signalling_louvain_1,RELA
hypoxia_signalling_louvain_1,SAP30
hypoxia_signalling_louvain_1,SELL
hypoxia_signalling_louvain_1,STAT3
hypoxia_signalling_louvain_1,TES
hypoxia_signalling_louvain_1,VCL
hypoxia_signalling_louvain_1,VEGFA
hypoxia_signalling_louvain_2,AKT2
hypoxia_signalling_louvain_2,AKT3
hypoxia_signalling_louvain_2,DDIT4
hypoxia_signalling_louvain_2,EIF4E
hypoxia_signalling_louvain_2,EIF4E1B
hypoxia_signalling_louvain_2,EIF4E2
hypoxia_signalling_louvain_2,EIF4EBP1
hypoxia_signalling_louvain_2,MAPK1
hypoxia_signalling_louvain_2,MAPK3
hypoxia_signalling_louvain_2,MKNK1
hypoxia_signalling_louvain_2,MKNK2
hypoxia_signalling_louvain_2,MTOR
hypoxia_signalling_louvain_2,PRKCA
hypoxia_signalling_louvain_2,PRKCB
hypoxia_signalling_louvain_2,PRKCG
hypoxia_signalling_louvain_2,PRKDC
hypoxia_signalling_louvain_2,RPS6
hypoxia_signalling_louvain_2,RPS6KB1
hypoxia_signalling_louvain_2,RPS6KB2
hypoxia_signalling_louvain_2,RRAGD
hypoxia_signalling_louvain_3,ANKZF1
hypoxia_signalling_louvain_3,ATF3
hypoxia_signalling_louvain_3,BHLHE40
hypoxia_signalling_louvain_3,DDIT3
hypoxia_signalling_louvain_3,DUSP1
hypoxia_signalling_louvain_3,ERO1A
hypoxia_signalling_louvain_3,FOS
hypoxia_signalling_louvain_3,FOSL2
hypoxia_signalling_louvain_3,HSPA5
hypoxia_signalling_louvain_3,IER3
hypoxia_signalling_louvain_3,JUN
hypoxia_signalling_louvain_3,KLF6
hypoxia_signalling_louvain_3,MAFF
hypoxia_signalling_louvain_3,NFIL3
hypoxia_signalling_louvain_3,NOCT
hypoxia_signalling_louvain_3,PELO
hypoxia_signalling_louvain_3,PPP1R15A
hypoxia_signalling_louvain_3,RORA
hypoxia_signalling_louvain_3,TIPARP
hypoxia_signalling_louvain_3,TNFAIP3
hypoxia_signalling_louvain_3,ZFP36
hypoxia_signalling_louvain_4,AK4
hypoxia_signalling_louvain_4,ALDOA
hypoxia_signalling_louvain_4,ALDOB
hypoxia_signalling_louvain_4,ALDOC
hypoxia_signalling_louvain_4,AMPD3
hypoxia_signalling_louvain_4,ENO1
hypoxia_signalling_louvain_4,ENO2
hypoxia_signalling_louvain_4,ENO3
hypoxia_signalling_louvain_4,FBP1
hypoxia_signalling_louvain_4,GAA
hypoxia_signalling_louvain_4,GALK1
hypoxia_signalling_louvain_4,GAPDH
hypoxia_signalling_louvain_4,GAPDHS
hypoxia_signalling_louvain_4,GBE1
hypoxia_signalling_louvain_4,GCK
hypoxia_signalling_louvain_4,GCNT2
hypoxia_signalling_louvain_4,GNE
hypoxia_signalling_louvain_4,GPI
hypoxia_signalling_louvain_4,GRHPR
hypoxia_signalling_louvain_4,GYS1
hypoxia_signalling_louvain_4,HEXA
hypoxia_signalling_louvain_4,HK1
hypoxia_signalling_louvain_4,HK2
hypoxia_signalling_louvain_4,HK3
hypoxia_signalling_louvain_4,HKDC1
hypoxia_signalling_louvain_4,ILVBL
hypoxia_signalling_louvain_4,LDHA
hypoxia_signalling_louvain_4,LDHAL6A
hypoxia_signalling_louvain_4,LDHAL6B
hypoxia_signalling_louvain_4,LDHC
hypoxia_signalling_louvain_4,NAGK
hypoxia_signalling_louvain_4,PCK1
hypoxia_signalling_louvain_4,PDHA1
hypoxia_signalling_louvain_4,PDHA2
hypoxia_signalling_louvain_4,PDHB
hypoxia_signalling_louvain_4,PDK1
hypoxia_signalling_louvain_4,PDK3
hypoxia_signalling_louvain_4,PFKFB3
hypoxia_signalling_louvain_4,PFKL
hypoxia_signalling_louvain_4,PFKM
hypoxia_signalling_louvain_4,PFKP
hypoxia_signalling_louvain_4,PGAM2
hypoxia_signalling_louvain_4,PGK1
hypoxia_signalling_louvain_4,PGK2
hypoxia_signalling_louvain_4,PGM1
hypoxia_signalling_louvain_4,PGM2
hypoxia_signalling_louvain_4,PHKG1
hypoxia_signalling_louvain_4,PKLR
hypoxia_signalling_louvain_4,PKP1
hypoxia_signalling_louvain_4,PPP1R3C
hypoxia_signalling_louvain_4,PRDX5
hypoxia_signalling_louvain_4,PYGM
hypoxia_signalling_louvain_4,SLC25A1
hypoxia_signalling_louvain_4,SLC2A1
hypoxia_signalling_louvain_4,SLC2A3
hypoxia_signalling_louvain_4,SLC2A5
hypoxia_signalling_louvain_4,SLC37A4
hypoxia_signalling_louvain_4,STBD1
hypoxia_signalling_louvain_4,TKTL1
hypoxia_signalling_louvain_4,TPI1
hypoxia_signalling_louvain_4,UGP2
hypoxia_signalling_louvain_5,ARNT
hypoxia_signalling_louvain_5,CA12
hypoxia_signalling_louvain_5,CITED2
hypoxia_signalling_louvain_5,CUL2
hypoxia_signalling_louvain_5,EGLN1
hypoxia_signalling_louvain_5,EGLN2
hypoxia_signalling_louvain_5,EGLN3
hypoxia_signalling_louvain_5,ELOB
hypoxia_signalling_louvain_5,ELOC
hypoxia_signalling_louvain_5,EPAS1
hypoxia_signalling_louvain_5,HIF1A
hypoxia_signalling_louvain_5,JMJD6
hypoxia_signalling_louvain_5,KDELR3
hypoxia_signalling_louvain_5,KDM3A
hypoxia_signalling_louvain_5,KLHL24
hypoxia_signalling_louvain_5,LDHB
hypoxia_signalling_louvain_5,NDRG1
hypoxia_signalling_louvain_5,P4HA1
hypoxia_signalling_louvain_5,P4HA2
hypoxia_signalling_louvain_5,PNRC1
hypoxia_signalling_louvain_5,RBX1
hypoxia_signalling_louvain_5,SELENBP1
hypoxia_signalling_louvain_5,SIAH2
hypoxia_signalling_louvain_5,STC1
hypoxia_signalling_louvain_5,STC2
hypoxia_signalling_louvain_5,TPBG
hypoxia_signalling_louvain_5,VHL
hypoxia_signalling_louvain_5,WSB1
hypoxia_signalling_louvain_6,B3GALT6
hypoxia_signalling_louvain_6,BCAN
hypoxia_signalling_louvain_6,BGN
hypoxia_signalling_louvain_6,CHST3
hypoxia_signalling_louvain_6,DCN
hypoxia_signalling_louvain_6,EXT1
hypoxia_signalling_louvain_6,GPC1
hypoxia_signalling_louvain_6,GPC3
hypoxia_signalling_louvain_6,GPC4
hypoxia_signalling_louvain_6,HAS1
hypoxia_signalling_louvain_6,HS3ST1
hypoxia_signalling_louvain_6,NCAN
hypoxia_signalling_louvain_6,NDST1
hypoxia_signalling_louvain_6,NDST2
hypoxia_signalling_louvain_6,PPFIA4
hypoxia_signalling_louvain_6,SDC2
hypoxia_signalling_louvain_6,SDC3
hypoxia_signalling_louvain_6,SDC4
hypoxia_signalling_louvain_6,TPST2
hypoxia_signalling_louvain_6,XPNPEP1
emt_initiation_louvain_0,AASDH
emt_initiation_louvain_0,AK4
emt_initiation_louvain_0,ALDOA
emt_initiation_louvain_0,ALDOB
emt_initiation_louvain_0,ALDOC
emt_initiation_louvain_0,AMPD3
emt_initiation_louvain_0,ARNT
emt_initiation_louvain_0,B4GALNT2
emt_initiation_louvain_0,CA12
emt_initiation_louvain_0,CUL2
emt_initiation_louvain_0,EGLN1
emt_initiation_louvain_0,EGLN2
emt_initiation_louvain_0,EGLN3
emt_initiation_louvain_0,ELOB
emt_initiation_louvain_0,ELOC
emt_initiation_louvain_0,ENO1
emt_initiation_louvain_0,ENO2
emt_initiation_louvain_0,ENO3
emt_initiation_louvain_0,EPAS1
emt_initiation_louvain_0,GAPDH
emt_initiation_louvain_0,GAPDHS
emt_initiation_louvain_0,GFPT2
emt_initiation_louvain_0,GRHPR
emt_initiation_louvain_0,HAS1
emt_initiation_louvain_0,HHATL
emt_initiation_louvain_0,HOXB9
emt_initiation_louvain_0,ILVBL
emt_initiation_louvain_0,KDELR3
emt_initiation_louvain_0,LALBA
emt_initiation_louvain_0,LDHA
emt_initiation_louvain_0,LDHAL6A
emt_initiation_louvain_0,LDHAL6B
emt_initiation_louvain_0,LDHC
emt_initiation_louvain_0,NDUFAB1
emt_initiation_louvain_0,P4HA1
emt_initiation_louvain_0,P4HA2
emt_initiation_louvain_0,PCK1
emt_initiation_louvain_0,PDHA1
emt_initiation_louvain_0,PDHA2
emt_initiation_louvain_0,PDHB
emt_initiation_louvain_0,PDK1
emt_initiation_louvain_0,PDK3
emt_initiation_louvain_0,PGAM2
emt_initiation_louvain_0,PGK1
emt_initiation_louvain_0,PGK2
emt_initiation_louvain_0,PKLR
emt_initiation_louvain_0,PRDX5
emt_initiation_louvain_0,SH3YL1
emt_initiation_louvain_0,SIAH1
emt_initiation_louvain_0,SIAH2
emt_initiation_louvain_0,SLC2A1
emt_initiation_louvain_0,SLC2A5
emt_initiation_louvain_0,TKTL1
emt_initiation_louvain_0,TMEM53
emt_initiation_louvain_0,TPBG
emt_initiation_louvain_0,TPI1
emt_initiation_louvain_0,TPST2
emt_initiation_louvain_0,VHL
emt_initiation_louvain_0,WSB1
emt_initiation_louvain_1,FBP1
emt_initiation_louvain_1,GAA
emt_initiation_louvain_1,GALK1
emt_initiation_louvain_1,GBE1
emt_initiation_louvain_1,GCK
emt_initiation_louvain_1,GCNT2
emt_initiation_louvain_1,GPI
emt_initiation_louvain_1,GYS1
emt_initiation_louvain_1,HEXA
emt_initiation_louvain_1,HK1
emt_initiation_louvain_1,HK2
emt_initiation_louvain_1,HK3
emt_initiation_louvain_1,HKDC1
emt_initiation_louvain_1,NAGK
emt_initiation_louvain_1,PFKFB3
emt_initiation_louvain_1,PFKL
emt_initiation_louvain_1,PFKM
emt_initiation_louvain_1,PFKP
emt_initiation_louvain_1,PGM1
emt_initiation_louvain_1,PGM2
emt_initiation_louvain_1,PHKG1
emt_initiation_louvain_1,PKP1
emt_initiation_louvain_1,PPP1R3C
emt_initiation_louvain_1,PYGM
emt_initiation_louvain_1,SLC2A3
emt_initiation_louvain_1,SLC37A4
emt_initiation_louvain_1,STBD1
emt_initiation_louvain_1,UGP2
emt_initiation_louvain_2,AKT2
emt_initiation_louvain_2,AKT3
emt_initiation_louvain_2,ATP7A
emt_initiation_louvain_2,BRS3
emt_initiation_louvain_2,CAMK2A
emt_initiation_louvain_2,CAMK2B
emt_initiation_louvain_2,CAMK2D
emt_initiation_louvain_2,CAMK2G
emt_initiation_louvain_2,CP
emt_initiation_louvain_2,CYBB
emt_initiation_louvain_2,EDN2
emt_initiation_louvain_2,GLRX
emt_initiation_louvain_2,HMOX1
emt_initiation_louvain_2,IFNG
emt_initiation_louvain_2,IFNGR1
emt_initiation_louvain_2,IFNGR2
emt_initiation_louvain_2,IRS2
emt_initiation_louvain_2,KIF5A
emt_initiation_louvain_2,LTBR
emt_initiation_louvain_2,MAP2K1
emt_initiation_louvain_2,MAP2K2
emt_initiation_louvain_2,MAP3K1
emt_initiation_louvain_2,MAP3K7
emt_initiation_louvain_2,MAPK10
emt_initiation_louvain_2,MAPK3
emt_initiation_louvain_2,MAPK8
emt_initiation_louvain_2,MAPK9
emt_initiation_louvain_2,MIF
emt_initiation_louvain_2,MT1E
emt_initiation_louvain_2,MT2A
emt_initiation_louvain_2,NFATC1
emt_initiation_louvain_2,NFATC2
emt_initiation_louvain_2,NFATC3
emt_initiation_louvain_2,NFATC4
emt_initiation_louvain_2,NFKB1
emt_initiation_louvain_2,NOS2
emt_initiation_louvain_2,NOS3
emt_initiation_louvain_2,P3R3URF-PIK3R3
emt_initiation_louvain_2,PAM
emt_initiation_louvain_2,PIK3CA
emt_initiation_louvain_2,PIK3CB
emt_initiation_louvain_2,PIK3CD
emt_initiation_louvain_2,PIK3R1
emt_initiation_louvain_2,PIK3R2
emt_initiation_louvain_2,PIK3R3
emt_initiation_louvain_2,PLCB1
emt_initiation_louvain_2,PLCB2
emt_initiation_louvain_2,PLCB3
emt_initiation_louvain_2,PLCB4
emt_initiation_louvain_2,PLCG1
emt_initiation_louvain_2,PLCG2
emt_initiation_louvain_2,PPP2CA
emt_initiation_louvain_2,PPP2CB
emt_initiation_louvain_2,PPP2R1A
emt_initiation_louvain_2,PPP2R1B
emt_initiation_louvain_2,PPP3CA
emt_initiation_louvain_2,PPP3CB
emt_initiation_louvain_2,PPP3CC
emt_initiation_louvain_2,PPP3R1
emt_initiation_louvain_2,PPP3R2
emt_initiation_louvain_2,PRKCA
emt_initiation_louvain_2,PRKCB
emt_initiation_louvain_2,PRKCG
emt_initiation_louvain_2,RAC1
emt_initiation_louvain_2,RAC2
emt_initiation_louvain_2,RAC3
emt_initiation_louvain_2,RELA
emt_initiation_louvain_2,RHOA
emt_initiation_louvain_2,ROCK1
emt_initiation_louvain_2,ROCK2
emt_initiation_louvain_2,SRPX
emt_initiation_louvain_2,SULT2B1
emt_initiation_louvain_2,TNF
emt_initiation_louvain_3,ACKR3
emt_initiation_louvain_3,ADORA2B
emt_initiation_louvain_3,AKT1
emt_initiation_louvain_3,ANGPT1
emt_initiation_louvain_3,ANGPT2
emt_initiation_louvain_3,ANGPT4
emt_initiation_louvain_3,ANGPTL4
emt_initiation_louvain_3,ANKZF1
emt_initiation_louvain_3,ANXA2
emt_initiation_louvain_3,BCL2
emt_initiation_louvain_3,BNIP3L
emt_initiation_louvain_3,CASP6
emt_initiation_louvain_3,CAV1
emt_initiation_louvain_3,CAVIN1
emt_initiation_louvain_3,CAVIN3
emt_initiation_louvain_3,CSRP2
emt_initiation_louvain_3,CXCR4
emt_initiation_louvain_3,DDIT4
emt_initiation_louvain_3,EFNA1
emt_initiation_louvain_3,EFNA3
emt_initiation_louvain_3,EGF
emt_initiation_louvain_3,EGFR
emt_initiation_louvain_3,EIF4E
emt_initiation_louvain_3,EIF4E1B
emt_initiation_louvain_3,EIF4E2
emt_initiation_louvain_3,EIF4EBP1
emt_initiation_louvain_3,EMP3
emt_initiation_louvain_3,EPO
emt_initiation_louvain_3,ERBB2
emt_initiation_louvain_3,ERRFI1
emt_initiation_louvain_3,ETS1
emt_initiation_louvain_3,FLT1
emt_initiation_louvain_3,HIF1A
emt_initiation_louvain_3,IDS
emt_initiation_louvain_3,IGF1
emt_initiation_louvain_3,IGF1R
emt_initiation_louvain_3,IL6R
emt_initiation_louvain_3,INS
emt_initiation_louvain_3,INSR
emt_initiation_louvain_3,JMJD6
emt_initiation_louvain_3,MAPK1
emt_initiation_louvain_3,MKNK1
emt_initiation_louvain_3,MKNK2
emt_initiation_louvain_3,MTOR
emt_initiation_louvain_3,MYH9
emt_initiation_louvain_3,NDRG1
emt_initiation_louvain_3,NR3C1
emt_initiation_louvain_3,PDGFB
emt_initiation_louvain_3,PGF
emt_initiation_louvain_3,PLIN2
emt_initiation_louvain_3,PPARD
emt_initiation_louvain_3,PPARGC1A
emt_initiation_louvain_3,PRL
emt_initiation_louvain_3,RPS6
emt_initiation_louvain_3,RPS6KB1
emt_initiation_louvain_3,RPS6KB2
emt_initiation_louvain_3,RRAGD
emt_initiation_louvain_3,S100A4
emt_initiation_louvain_3,SCARB1
emt_initiation_louvain_3,SELENBP1
emt_initiation_louvain_3,SIRT1
emt_initiation_louvain_3,STAT3
emt_initiation_louvain_3,STC1
emt_initiation_louvain_3,STC2
emt_initiation_louvain_3,TEK
emt_initiation_louvain_3,TFRC
emt_initiation_louvain_3,TLE7
emt_initiation_louvain_3,TLR4
emt_initiation_louvain_3,TP53
emt_initiation_louvain_3,VCP
emt_initiation_louvain_3,VEGFA
emt_initiation_louvain_4,ADM
emt_initiation_louvain_4,ATF3
emt_initiation_louvain_4,BTG1
emt_initiation_louvain_4,CCN1
emt_initiation_louvain_4,CCN2
emt_initiation_louvain_4,CCND1
emt_initiation_louvain_4,CCND2
emt_initiation_louvain_4,CCND3
