gene,score,bucket,sub_bucket_id,sub_bucket_label,n_genes
YWHAE,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_0,Actomyosin Contractility,52
ADAM12,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
BMP1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
BNC2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
CALU,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
CHRDL1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL11A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL12A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL14A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL15A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL16A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL1A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL1A2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL3A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL4A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL4A2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL5A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL5A2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL5A3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL6A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL6A2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL6A3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL7A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COL8A2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
COLGALT1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
CTHRC1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
DDR2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
EFEMP1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
EFEMP2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
ELN,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
FBLN1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
FBLN2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
FBLN5,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
FBN1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
FBN2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
FSTL1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
FSTL3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
FUCA1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
GREM1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
INHBA,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
ISLR,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
JCAD,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
LOX,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
LOXL1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
LOXL2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
MFAP4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
MFAP5,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
MOXD1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
MXRA5,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
NID2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
OLFML2B,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
P3H1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
PCOLCE,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
PCOLCE2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
PLOD1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
PLOD2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
PLOD3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
PPIB,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
SERPINH1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
TIMP3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
TNFRSF11B,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
ZCCHC24,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_7,Collagen Fibril Organisation,61
ABI3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
ABI3BP,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CCL2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CCL8,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CD163,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CSF2RB,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CXCL1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CXCL12,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CXCL13,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CXCL6,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CXCL8,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
CXCR4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
F13A1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
FGL2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
GIMAP4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
GIMAP6,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
GZMK,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
IL10RA,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
IL15,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
IL32,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
MRC1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
MS4A4A,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
MS4A6A,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
OLFML3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
PVR,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
SLIT2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
SLIT3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
TNFAIP3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
TNFRSF12A,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
VSIG4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_4,Cytokine & Chemokine Signalling,30
ANGPTL2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
ANK2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
COMP,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
COPA,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
CRLF1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
DPYSL3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
DST,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
DTNA,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
EDIL3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
FERMT2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
FLRT2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
FN1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
ITGA2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
ITGA5,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
ITGAV,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
ITGB1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
ITGB3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
ITGB5,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
JAM2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
JAM3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
LAMA1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
LAMA2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
LAMA3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
LAMC1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
LAMC2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
LGALS1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
MAGEE1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
MAP1B,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
PDLIM4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
QSOX1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
SYNE1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
SYNE3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
TGM2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
TNC,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
TNS1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_1,ECM-Receptor Interaction,35
APLP1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
CDH11,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
CDH2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
CDH6,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
CRISPLD2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
CYP1B1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
DAB2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
DKK1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
EMP3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
FLI1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
FOXC2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
FXYD5,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
FXYD6,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
FZD8,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
GAS1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
GJA1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
ID2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
KCNJ8,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
MPDZ,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
MSX1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
PLN,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
PMP22,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
PRRX1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
QKI,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
RUNX1T1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
SFRP1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
SFRP4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
SNAI1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
SNAI2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
STON1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
SYT11,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
TCF4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
TUBA1A,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
TUBB6,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
TWIST1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
TWIST2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
VIM,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
WIPF1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
WNT5A,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
ZEB1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
ZEB2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
ZFPM2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_5,EMT Transcription Factors,42
AKT3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
BDNF,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
CAV1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
CDK14,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
CLIC4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
FAS,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
FYN,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
GLYR1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
GNG11,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
GPX7,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
JUN,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
MAF,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
MAFB,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
MAPK1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
MEOX2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
NAP1L3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
NR3C1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
OXTR,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
PLEKHO1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
PLXNC1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
RGS2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
RGS4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
RPS6,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
SCG2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
STAT3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
TRPC1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
VEGFA,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_2,Growth Factor Signalling,27
ASPN,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
BGN,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
CTSK,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
DCN,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
DPT,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
DSE,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
ECM1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
ECM2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
FAP,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
FMOD,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
HTRA1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
LRRC15,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
LUM,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
MATN2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
MATN3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
MGP,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
MUSK,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
PDZRN3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
POSTN,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
PRSS2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
SPARC,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
SPARCL1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
SRPX,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
TGFBI,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
THBS2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
VCAN,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_6,Matricellular Proteins,26
ANPEP,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
AREG,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
AXL,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
BICC1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
C1R,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
C1S,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
CADM1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
CCN1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
CCN2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
CD44,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
CD59,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
CEACAM5,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
CLEC2B,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
COLEC12,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
ENO2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
ENPP2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
EVI2A,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
FGF2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
GADD45A,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
GADD45B,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
GLIPR1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
GPC1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
HMGA2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
ICAM1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
IGF1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
IGF1R,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
IGFBP2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
IGFBP3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
IGFBP4,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
IGFBP5,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
IL6,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
LHFPL6,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
LRP1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
LY96,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
MEST,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
MMP1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
MMP14,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
MMP2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
MMP3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
NOTCH2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
NT5E,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
NTM,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
NUAK1,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
PDGFC,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
PDGFRB,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
PLAUR,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
PTGDS,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
PTGIS,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
PTHLH,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
PTPRC,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
PTX3,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
RARRES2,EMT,Mesenchymal Markers,mesenchymal_markers_louvain_3,Mesenchymal Secretome,75
