gene,score,bucket,sub_bucket_id,sub_bucket_label,n_genes
ZFP36L1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_6,PI3K/Akt/MAPK Signalling,58
ALOX5,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
ATOH8,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
ATP2B4,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
BAD,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
CARD10,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
CREB3L1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
FUT1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
FUT2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
GNA13,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
GPLD1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
JMJD7-PLA2G4B,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
MIR101-1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
MIR10A,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
MIR10B,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
MIR129-1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
MIR143,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
MIR30A,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
MIR30B,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
MIR30C1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
MIR30E,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
NHERF1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PLA2G4A,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PLA2G4B,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PLA2G4C,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PLA2G4D,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PLA2G4E,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PLA2G4F,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PLCG1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PLCG2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PLPP3,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PPP3CA,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PPP3CB,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PPP3CC,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PPP3R1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PPP3R2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PRKCA,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PRKCB,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PRKCG,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PRKD1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
PRKD2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
SGPL1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
SMPD3,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
SPHK1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
SPHK2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_5,Phospholipid Signalling,44
AGGF1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
DAB2IP,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
HRAS,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
KRAS,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MAP2K1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MAP2K2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MIR107,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MIR18A,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MIR195,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MIR98,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MIRLET7A1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MIRLET7B,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MIRLET7F1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
MUC20,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
NDRG4,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
NF1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
NRAS,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
QKI,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
RAF1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
RAP1A,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
RAPGEF2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
RASA1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
RGS14,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
RIN2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
RRAS,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
SHOC2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
SOS1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
SPRED1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
TRIM71,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_4,Ras/MAPK Signalling,29
CBL,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
CBLB,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
EPN1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
EPN2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
GFUS,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
HGS,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
HIP1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
HIP1R,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
JCAD,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
OTULIN,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
POLD4,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
RPS27A,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
RSPO3,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
SPRY1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
SPRY2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
SPRY4,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
UBA52,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
UBB,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
UBC,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
UBE2L3,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
ZFAND5,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_10,Ubiquitin-Mediated Receptor Turnover,21
ADAMTS3,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
ADAMTS9,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
BCAR1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
CAV2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
CCN2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
CCN3,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
CEACAM1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
CNMD,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
COL4A1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
COL4A3,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
COL8A1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
COL8A2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
ECM1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
FAP,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
FN1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
FSTL1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
ITGA4,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
ITGA5,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
ITGAV,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
ITGB1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
ITGB2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
ITGB3,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
ITGB8,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
LGALS8,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
LOX,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
LOXL2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
LPXN,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
MIR19A,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
MIR19B1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
MIR31,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
MMP14,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
MMRN1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
PARVA,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
PTK2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
PTK2B,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
PTP4A3,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
PTPN12,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
PXN,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
RECK,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
SMOC2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
SPARC,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
SPP1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
SRPX2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
TGM2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
THBS1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
THBS4,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
TNMD,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
TNN,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
VTN,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_11,Vascular Matrix Remodelling,49
AAMP,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
ADGRG6,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
ADM,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
ADORA2B,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
AGT,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
AGTR1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
AGTR2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
APELA,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
APLN,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
APLNR,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
CALCA,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
DAB2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
DBH,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
EDN1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
EDN2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
EDNRA,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
EGFR,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
FSHR,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
GHRL,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
GHSR,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
HTR2B,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
LEP,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
LRIG2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
PRKG1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
PRKX,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
PRL,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
PROK1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
PROK2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
PTGIR,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
RAMP2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
SCG2,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
SST,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
STON1,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
TBXA2R,Angiogenesis,Angiogenic Signalling,angiogenic_signalling_louvain_0,Vasoactive GPCR Signalling,34
ACVR1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
ACVR2B,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
ACVRL1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
ADGRL2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
AMOTL1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
AMOTL2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
BARX1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
BLOC1S6,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
BMP4,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
BMP6,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
BMPR2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
CCDC69,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
CDKN2B,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
CTSO,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
EBF1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
ELK3,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
FGF1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
FGFR3,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
FOXJ2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
FOXP1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
FRMD6,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
GDF2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
GJC1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
HECW2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
ID1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
ID3,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
IER2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
KLF11,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
KLHDC1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
LATS2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
LHFPL6,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
LRRC17,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
LRRC8C,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
MIR1-1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
MIR99B,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
MSX1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
NEDD4,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
NEGR1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
NRXN1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
P2RY8,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
PALMD,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
PIK3R1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
PITX2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
RBX1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
RCSD1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
SHE,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
SMAD4,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
SMAD7,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
SOCS5,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
SUSD6,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
TACC1,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
TMEM100,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
TMEM47,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
ZNF423,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
ZNF521,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_10,BMP/ALK1 Signalling,55
ABI3BP,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
ANKH,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
ASPN,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
ATOH8,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
CCDC3,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
CYGB,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
DDR2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
ECM2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
ELN,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
FBLN2,Angiogenesis,Endothelial Cell Signature,endothelial_cell_signature_louvain_2,Elastic Fibre Assembly,26
